,ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc,NewLoanApplication,PredNoPago,error,nopago_presta
171,10172,593,0.6870703232691371,131742,50,9,3,13602,5,2,Mortgage,Bachelor,Divorced,3,0.16945608,108816.0,0.16581793,0.0036381487055587858,0.23463478246881883
172,10173,711,0.6408934514424448,58609,39,9,12,2275,15,0,Mortgage,Masters,Widowed,3,0.15875594,40950.0,0.116217814,0.04253812561410905,0.2170230253988362
173,10174,434,0.1759786551346307,44099,29,9,16,4237,11,1,Rent,Masters,Divorced,12,0.16415678,33896.0,0.16511649,-0.0009597089335632303,0.22585610851757584
174,10175,341,0.6217287961680735,71256,20,5,12,13144,8,11,Rent,Masters,Widowed,11,0.15114243,52576.0,0.1320098,0.01913262575119018,0.20476202444657451
175,10176,450,0.4555702830204406,151767,51,7,8,17884,0,16,Mortgage,Masters,Widowed,23,0.15336168,250376.0,0.15362541,-0.00026373377544403054,0.20831319328895953
176,10177,661,0.7779421178978929,116010,39,2,10,17074,7,1,Rent,Masters,Widowed,25,0.0,341480.0,0.0032617548,-0.0032617547549307346,0.0
177,10178,394,0.2831273866778494,70172,23,7,12,17200,3,11,Rent,Masters,Divorced,14,0.0,275200.0,0.13595617,-0.13595616817474365,0.0
178,10179,634,0.20779749989589,154437,49,7,3,12546,11,1,Mortgage,High School,Widowed,5,0.0,100368.0,0.002211525,-0.0022115251049399376,0.0
179,10180,736,0.1439651815228666,131655,51,7,4,14688,18,16,Own,High School,Widowed,18,0.0,102816.0,0.1524418,-0.15244179964065552,0.0
180,10181,693,0.7294703675380584,120163,33,7,18,13456,14,5,Rent,Masters,Widowed,7,0.0,282576.0,0.0040820367,-0.004082036670297384,0.0
181,10182,519,0.2089682506967494,147145,70,4,5,10404,6,5,Mortgage,High School,Widowed,28,0.16055685,93636.0,0.15276074,0.007796105905151368,0.21995578557047005
182,10183,737,0.2113257559298536,124178,34,7,3,5617,15,3,Own,Masters,Single,4,0.16960604,101106.0,0.16742781,0.002178231953659071,0.23488483225480114
183,10184,471,0.297939523416009,156132,75,7,0,19199,6,7,Rent,Masters,Widowed,9,0.0,95995.0,0.0027674339,-0.0027674338780343533,0.0
184,10185,760,0.3217756745643169,173914,33,6,1,8116,6,20,Mortgage,High School,Married,3,0.16988927,89276.0,0.16920199,0.000687284998435983,0.23535734865154678
185,10186,592,0.5903918051422958,174126,58,5,2,3106,0,5,Rent,High School,Widowed,29,0.16102055,27954.0,0.15536366,0.005656885968971265,0.2207129536963033
186,10187,334,0.5785175541366961,90593,33,9,7,19658,11,16,Mortgage,High School,Divorced,1,0.15706573,393160.0,0.16077504,-0.003709305619735731,0.21428193861426464
187,10188,796,0.6159973541892168,135842,76,8,5,14570,0,0,Rent,Masters,Widowed,2,0.0,131130.0,0.0026496844,-0.0026496844366192818,0.0
188,10189,786,0.6958342706566649,52964,71,8,0,12191,0,3,Mortgage,Bachelor,Widowed,12,0.15226407,134101.0,0.007919941,0.14434412890250206,0.20655451102562083
189,10190,760,0.8649827758893479,119239,57,7,3,1904,15,24,Mortgage,High School,Widowed,14,0.16516611,24752.0,0.17815553,-0.012989416518821711,0.22751954463659843
190,10191,788,0.7623816209011908,152750,79,3,4,14005,4,22,Rent,High School,Widowed,3,0.16603087,252090.0,0.15747917,0.008551703015441892,0.22894792340814812
191,10192,564,0.1532577727424211,168856,63,7,17,14852,0,21,Rent,Bachelor,Widowed,1,0.15375164,207928.0,0.024957003,0.1287946369280958,0.2089391180622199
192,10193,622,0.1733197371964518,111795,40,3,13,16768,18,3,Own,High School,Widowed,7,0.15896083,335360.0,0.15355515,0.005405675199584958,0.21735605310749084
193,10194,416,0.3605937521902492,123020,35,8,8,1902,16,24,Mortgage,Masters,Divorced,0,0.16101415,13314.0,0.18594791,-0.024933759951210027,0.22070249754510157
194,10195,508,0.1305910340607129,133855,64,5,6,17133,3,20,Mortgage,High School,Divorced,5,0.0,359793.0,0.048801534,-0.04880153387784958,0.0
195,10196,728,0.5565254453360942,154676,46,5,8,2861,0,5,Rent,Masters,Single,0,0.15663114,54359.0,0.019813234,0.13681790601350308,0.21357892085320768
196,10197,746,0.3536187516906793,190659,48,1,4,2587,1,11,Rent,PhD,Widowed,20,0.15356149,38805.0,0.014878424,0.138683066115489,0.20863383626059254
197,10198,649,0.0595246310253291,58445,40,5,4,13099,8,15,Rent,Masters,Widowed,19,0.0,78594.0,0.0026411857,-0.0026411856524646282,0.0
198,10199,705,0.0168975655776311,102048,23,4,17,5393,4,24,Mortgage,Bachelor,Widowed,2,0.16671205,26965.0,0.16771735,-0.0010053025094985957,0.2300751588931533
199,10200,740,0.0467685176867961,141130,42,6,14,18933,0,5,Mortgage,Masters,Single,22,0.0,170397.0,0.004333012,-0.0043330118060112,0.0
200,10201,752,0.2404791160931102,160053,65,5,18,17595,10,2,Mortgage,High School,Widowed,13,0.0,351900.0,0.004846295,-0.00484629487618804,0.0
201,10202,376,0.1490869420817322,115618,72,9,2,5550,5,8,Rent,Masters,Widowed,9,0.0,77700.0,0.0023776316,-0.0023776316083967686,0.0
202,10203,843,0.1835905515897345,187047,28,0,5,11746,0,11,Mortgage,High School,Widowed,9,0.0,105714.0,0.0029641916,-0.0029641916044056416,0.0
203,10204,745,0.0494042141558158,98822,23,1,3,4088,8,0,Mortgage,Masters,Divorced,2,0.16035473,81760.0,0.17454557,-0.014190841208000182,0.21962600885014213
204,10205,775,0.2383484227222302,190759,79,5,10,13717,15,19,Rent,High School,Widowed,24,0.0,68585.0,0.021032602,-0.021032601594924927,0.0
205,10206,743,0.040181944387686,58976,75,1,8,9961,18,3,Rent,Masters,Widowed,0,0.0,199220.0,0.005218366,-0.005218366160988808,0.0
206,10207,427,0.7302881052912785,170656,24,8,6,19758,2,0,Mortgage,Masters,Widowed,10,0.0,355644.0,0.0025591408,-0.0025591407902538776,0.0
207,10208,698,0.871234973791143,145527,39,9,17,7116,9,0,Mortgage,Masters,Widowed,9,0.0,92508.0,0.0038174943,-0.003817494260147214,0.0
208,10209,539,0.0748321606731531,198003,52,2,7,16458,7,26,Rent,High School,Widowed,17,0.0,213954.0,0.10608733,-0.106087327003479,0.0
209,10210,469,0.1013655812020063,146462,24,1,4,10328,8,1,Own,High School,Widowed,8,0.0,41312.0,0.035382655,-0.03538265451788902,0.0
210,10211,644,0.8336198521287846,153423,19,5,5,18795,11,3,Own,Bachelor,Widowed,2,0.16483359,319515.0,0.16662702,-0.0017934296437835673,0.22697108771412391
211,10212,729,0.0197290388920994,190188,20,2,2,8277,4,25,Rent,Bachelor,Widowed,1,0.15497683,140709.0,0.16076429,-0.005787461882514944,0.2109094292645255
212,10213,304,0.3168016655489973,133478,33,5,0,18932,12,10,Rent,Masters,Widowed,17,0.0,132524.0,0.15500748,-0.1550074815750122,0.0
213,10214,599,0.0200965318117612,103378,56,7,6,16593,2,8,Rent,Masters,Widowed,21,0.0,232302.0,0.0028083846,-0.002808384597301483,0.0
214,10215,335,0.3217742275369692,55202,47,7,10,8546,13,1,Own,Masters,Widowed,26,0.15340069,25638.0,0.16594382,-0.012543126304206842,0.20837578228123038
215,10216,334,0.124052567483076,74097,30,1,7,3503,13,1,Mortgage,Masters,Widowed,25,0.15561092,49042.0,0.1628487,-0.007237776112632738,0.21193139778643266
216,10217,436,0.1557390515531751,161835,58,4,5,14847,11,10,Rent,Masters,Widowed,15,0.0,326634.0,0.011962074,-0.011962073855102062,0.0
217,10218,606,0.3401899398898085,52429,18,5,14,7747,5,23,Mortgage,Masters,Widowed,24,0.0,92964.0,0.061041735,-0.061041735112667084,0.0
218,10219,651,0.7589173919333791,174830,34,1,13,7449,16,3,Rent,Masters,Widowed,12,0.16398893,89388.0,0.16585217,-0.00186324416286468,0.22557987120912165
219,10220,754,0.5791047931272553,49710,30,5,18,11591,4,0,Rent,High School,Widowed,26,0.16653238,162274.0,0.14833929,0.018193093553428658,0.22977765710922285
220,10221,790,0.6130854293459328,189700,22,8,0,19802,14,4,Own,High School,Divorced,17,0.16170375,336634.0,0.17722677,-0.015523016943931572,0.22183006604168873
221,10222,605,0.7679188530318832,83875,30,7,5,19966,9,16,Mortgage,Masters,Divorced,14,0.15846695,119796.0,0.16957489,-0.011107936560440068,0.2165535774263412
222,10223,602,0.086176938949656,40201,62,2,4,10461,14,17,Rent,PhD,Widowed,26,0.16952807,177837.0,0.16792099,0.0016070782216262847,0.2347548104365189
223,10224,688,0.5854493305971693,163194,77,7,13,17797,0,16,Rent,Masters,Divorced,12,0.16462912,177970.0,0.17015192,-0.00552279912651063,0.22663405264976424
224,10225,464,0.3140672498628394,67121,32,6,2,19996,7,6,Own,High School,Widowed,0,0.0,59988.0,0.029936664,-0.029936663806438446,0.0
225,10226,573,0.0523907134679125,154458,87,7,8,15797,13,19,Rent,High School,Widowed,22,0.0,347534.0,0.0040410263,-0.004041026346385479,0.0
226,10227,812,0.134163542879926,178430,58,1,15,11114,12,1,Rent,Masters,Married,19,0.16718669,188938.0,0.16234282,0.0048438734087371815,0.23086169636265777
227,10228,450,0.2887101010016728,62751,37,7,16,14499,3,5,Rent,Masters,Divorced,10,0.0,188487.0,0.06850238,-0.06850238144397736,0.0
228,10229,620,0.2432719596508283,93652,41,7,8,16840,8,0,Own,Masters,Widowed,25,0.0,303120.0,0.0033927066,-0.003392706625163555,0.0
229,10230,848,0.4981480110910429,79906,49,9,12,11115,0,13,Mortgage,High School,Widowed,19,0.0,166725.0,0.0029612393,-0.0029612393118441105,0.0
230,10231,389,0.0055430554174351,109989,29,1,7,11823,0,6,Rent,PhD,Widowed,11,0.1524789,94584.0,0.0051867133,0.14729218669935465,0.2068983710258068
231,10232,687,0.0100537815322148,45731,83,9,8,9980,6,15,Mortgage,High School,Divorced,17,0.16375929,219560.0,0.07020687,0.09355241688112259,0.22520212332164505
232,10233,723,0.0338657160043183,135677,26,7,15,17032,5,9,Rent,Masters,Single,5,0.0,102192.0,0.0030401035,-0.0030401034746319056,0.0
233,10234,549,0.2242372511827679,46160,39,1,7,16155,17,28,Rent,High School,Widowed,0,0.15981571,306945.0,0.12302161,0.03679409991880417,0.21874732566113553
234,10235,618,0.3062890566535652,119727,22,7,3,11377,16,1,Own,Masters,Divorced,7,0.15386406,136524.0,0.17800695,-0.024142887040557864,0.20911967053426425
235,10236,428,0.0057328711865133,36428,26,9,1,18769,6,16,Mortgage,PhD,Widowed,4,0.0,225228.0,0.0028163616,-0.0028163616079837084,0.0
236,10237,600,0.5470288090504996,137391,30,7,5,15567,3,5,Mortgage,PhD,Widowed,15,0.0,124536.0,0.0027060956,-0.002706095576286316,0.0
237,10238,794,0.3963312984953296,54659,63,4,11,4939,15,4,Rent,Masters,Widowed,0,0.0,103719.0,0.0030179322,-0.003017932176589966,0.0
238,10239,699,0.0293933802581365,166213,58,4,10,5207,6,27,Mortgage,Masters,Widowed,10,0.16268344,15621.0,0.17713325,-0.01444980725627898,0.22343515575519013
239,10240,586,0.2852236814345428,124812,20,4,6,6719,5,11,Rent,Masters,Divorced,9,0.15899953,60471.0,0.17631194,-0.01731240995475769,0.21741897421293951
240,10241,847,0.2422963109980096,180024,62,7,0,18804,18,20,Mortgage,Bachelor,Widowed,12,0.16741794,319668.0,0.18732072,-0.01990278412967683,0.23124523125083907
241,10242,497,0.2985188036367109,25837,21,3,15,8395,17,2,Own,High School,Widowed,15,0.1569803,50370.0,0.16702513,-0.010044833967399608,0.21414368489846677
242,10243,621,0.2853733611432638,59583,54,4,13,2431,2,27,Rent,High School,Widowed,27,0.15442951,7293.0,0.043077894,0.11135161644483565,0.21002854120417544
243,10244,584,0.5705493818963653,52351,28,8,0,5656,19,4,Rent,Masters,Widowed,17,0.0,79184.0,0.093988344,-0.0939883440732956,0.0
244,10245,663,0.415327659119812,97153,70,9,5,8073,1,4,Mortgage,High School,Widowed,1,0.0,88803.0,0.0024496282,-0.002449628198519349,0.0
245,10246,837,0.477704897053835,173255,32,5,6,12952,12,0,Own,Masters,Single,24,0.16641435,168376.0,0.16516313,0.001251220431900013,0.22958229007421124
246,10247,400,0.1448341194504039,183026,22,6,0,3565,0,10,Rent,High School,Single,2,0.16534798,10695.0,0.1593914,0.005956576801757818,0.22781970503108576
247,10248,734,0.1090103980199349,133521,39,7,17,11012,9,8,Own,Bachelor,Widowed,12,0.15686396,198216.0,0.16307344,-0.006209475425758365,0.21395545373674224
248,10249,359,0.1844125486708624,76640,51,7,7,1232,5,10,Rent,Bachelor,Widowed,12,0.16055858,14784.0,0.15318651,0.007372065026359564,0.21995860890447852
249,10250,423,0.5212078717097506,125817,43,8,5,1417,3,11,Rent,Masters,Divorced,8,0.0,31174.0,0.15909895,-0.15909895300865173,0.0
250,10251,771,0.2675236157267554,28658,32,6,0,2247,0,4,Mortgage,Bachelor,Widowed,13,0.0,17976.0,0.004278213,-0.004278212785720825,0.0
251,10252,706,0.0782982656992204,176352,37,9,9,7267,6,6,Rent,Masters,Widowed,12,0.0,101738.0,0.003324053,-0.003324053017422557,0.0
252,10253,583,0.0528437273935195,156845,66,8,17,15116,2,23,Mortgage,High School,Divorced,21,0.16906716,151160.0,0.17900558,-0.009938418160285956,0.23398670101906183
253,10254,485,0.0369355776731783,153860,24,4,4,16247,15,13,Rent,Masters,Single,3,0.1574801,341187.0,0.17203183,-0.014551734721565235,0.21495292277369352
254,10255,431,0.4193409869019321,194172,19,5,8,14735,12,3,Mortgage,Masters,Single,7,0.0,73675.0,0.13430215,-0.13430215418338776,0.0
255,10256,824,0.1824631171091156,28144,18,6,2,6485,15,14,Mortgage,Masters,Widowed,27,0.0,136185.0,0.0036388314,-0.0036388314329087734,0.0
256,10257,785,0.0764755925927231,106513,28,8,4,4999,2,10,Rent,High School,Divorced,2,0.1586239,74985.0,0.16107777,-0.0024538676105499146,0.21680849384716314
257,10258,698,0.1399919925844149,79238,56,2,6,9158,8,8,Rent,Masters,Divorced,3,0.16896677,201476.0,0.1774875,-0.008520722561340344,0.2338195134507437
258,10259,532,0.1210756219265292,157747,60,1,11,9747,16,14,Rent,Masters,Widowed,18,0.16512947,58482.0,0.17768212,-0.012552646627693176,0.22745908937521117
259,10260,306,0.034708346800464,23143,35,9,1,17207,9,2,Mortgage,Masters,Single,24,0.16310997,258105.0,0.14512455,0.017985415365905755,0.22413514174616236
260,10261,686,0.2899902964134593,48129,33,4,14,14949,10,13,Mortgage,Masters,Widowed,14,0.0,209286.0,0.0062067844,-0.006206784397363663,0.0
261,10262,779,0.5002292854773249,162227,54,4,1,2649,3,13,Rent,PhD,Widowed,26,0.16620956,37086.0,0.15602045,0.01018911238819123,0.22924344635085991
262,10263,325,0.4629941240225709,88452,35,2,19,10708,9,6,Rent,Masters,Widowed,19,0.15645462,128496.0,0.10899155,0.04746307158100127,0.21329357882322814
263,10264,790,0.9509191792383628,111013,36,6,4,19100,1,6,Rent,Masters,Widowed,29,0.15090093,191000.0,0.06610151,0.08479942364757537,0.20437670424017756
264,10265,554,0.5223320998743571,62723,26,7,11,19378,15,8,Rent,Masters,Widowed,25,0.0,116268.0,0.0076537076,-0.007653707638382912,0.0
265,10266,629,0.1842307187695989,146446,79,3,1,12850,2,3,Rent,Bachelor,Widowed,10,0.0,218450.0,0.0030345197,-0.0030345197301357985,0.0
266,10267,602,0.0363398469553477,73493,30,9,9,9299,5,26,Mortgage,High School,Divorced,23,0.16481845,158083.0,0.17577231,-0.010953859303283686,0.22694612626440333
267,10268,668,0.6065325507608454,189931,42,9,12,16179,9,4,Mortgage,Masters,Single,9,0.0,275043.0,0.0031839889,-0.003183988854289055,0.0
268,10269,462,0.0052166483844642,105162,49,4,1,8531,17,7,Mortgage,High School,Divorced,12,0.16503157,145027.0,0.16892742,-0.0038958462054062004,0.22729758237685713
269,10270,467,0.2467323446416398,103150,86,2,16,12440,1,17,Rent,High School,Widowed,7,0.15599108,74640.0,0.0033827748,0.1526083052316028,0.2125448413507287
270,10271,305,0.2155879584241495,195534,41,6,1,17979,9,9,Mortgage,Masters,Single,3,0.16092844,323622.0,0.15729545,0.003632989431800848,0.22056248217970825
271,10272,681,0.4068287311586744,192405,66,6,4,16605,18,9,Rent,Masters,Widowed,29,0.0,332100.0,0.121721774,-0.1217217743396759,0.0
272,10273,645,0.1793771367777925,180025,87,3,8,2598,7,0,Rent,High School,Single,2,0.16626495,20784.0,0.029317992,0.13694695819194316,0.22933507773242826
273,10274,422,0.1634206407947178,169317,76,3,2,5447,9,6,Rent,High School,Divorced,4,0.16240571,49023.0,0.1797094,-0.017303694706954947,0.22297975133044443
274,10275,620,0.5660500594918558,156188,30,6,5,19669,13,11,Mortgage,High School,Divorced,12,0.16567275,118014.0,0.17846379,-0.012791036840438835,0.22835603475734492
275,10276,753,0.0903068722426763,106445,62,8,8,15416,17,14,Rent,High School,Widowed,29,0.0,308320.0,0.0030355875,-0.003035587491467595,0.0
276,10277,592,0.2790227696389956,110757,63,4,5,16964,9,3,Own,High School,Widowed,12,0.15555489,322316.0,0.024547366,0.131007523574605,0.21184103191739714
277,10278,567,0.2559246404543662,85410,50,9,8,4428,1,3,Mortgage,Masters,Widowed,19,0.0,22140.0,0.0027076441,-0.002707644132897258,0.0
278,10279,798,0.4010397382844137,145994,79,5,13,4744,14,16,Rent,Masters,Widowed,24,0.15903209,61672.0,0.039463963,0.11956812664040564,0.2174719169724322
279,10280,538,0.3351492976920408,185890,33,3,14,11931,5,20,Rent,Masters,Divorced,19,0.16281363,143172.0,0.20992403,-0.04711039732372285,0.2236487372578701
280,10281,456,0.6654825385766813,24035,62,8,12,13943,12,2,Mortgage,Masters,Widowed,17,0.1628298,181259.0,0.122273244,0.04055655603628158,0.2236752693777204
281,10282,832,0.1479096541977698,75171,48,1,4,17878,3,9,Mortgage,Masters,Widowed,2,0.0,214536.0,0.002733971,-0.002733970992267132,0.0
282,10283,744,0.0544513613368576,105274,48,8,19,11913,14,0,Mortgage,Bachelor,Widowed,10,0.15305755,214434.0,0.15115462,0.0019029275644302235,0.20782543430194114
283,10284,701,0.4191700712727865,154105,58,1,11,9667,18,20,Rent,High School,Widowed,12,0.16571519,67669.0,0.1775545,-0.011839313083229053,0.22842615161601718
284,10285,764,0.0782403539268384,55324,47,2,1,5587,0,13,Rent,Masters,Widowed,9,0.0,39109.0,0.0024813903,-0.002481390256434679,0.0
285,10286,653,0.2319556739092905,94842,19,8,7,6384,0,9,Own,High School,Widowed,18,0.0,19152.0,0.008848007,-0.008848006837069988,0.0
286,10287,636,0.8734768729600114,170582,25,9,4,10600,7,14,Own,Masters,Widowed,29,0.16710106,159000.0,0.19180383,-0.024702767881813054,0.23071973053537567
287,10288,433,0.1688087051199935,82115,41,1,2,4215,0,2,Rent,High School,Widowed,9,0.0,29505.0,0.0024949815,-0.00249498151242733,0.0
288,10289,672,0.4376393147037211,107626,73,7,11,2338,7,29,Rent,High School,Widowed,16,0.16256814,32732.0,0.11500793,0.047560210496082306,0.22324605729712732
289,10290,628,0.5035325362823829,146487,44,6,8,15976,8,3,Mortgage,High School,Widowed,24,0.15060104,239640.0,0.13767523,0.012925814265289298,0.20389852608249
290,10291,639,0.2644662232566083,189286,83,6,9,13930,10,18,Rent,PhD,Widowed,18,0.1544746,139300.0,0.13562204,0.018852560562705983,0.2101010685190534
291,10292,809,0.1338588718714854,91998,71,9,13,2522,19,8,Mortgage,Masters,Widowed,24,0.0,25220.0,0.048079785,-0.04807978495955467,0.0
292,10293,844,0.3598776358162916,90596,30,3,1,9498,6,3,Mortgage,PhD,Widowed,18,0.0,132972.0,0.003158468,-0.0031584680546075106,0.0
293,10294,444,0.1755000315825896,119635,31,8,18,9316,15,9,Rent,Masters,Single,6,0.16443725,111792.0,0.1603308,0.004106447797775276,0.2263179366241494
294,10295,738,0.080570550663289,182961,67,3,19,9519,0,15,Own,High School,Widowed,25,0.15409605,142785.0,0.05493002,0.09916602987627984,0.2094924104562937
295,10296,840,0.5544802484403546,127341,54,6,14,1956,17,9,Rent,Masters,Widowed,7,0.0,15648.0,0.005668973,-0.005668973084539175,0.0
296,10297,634,0.0505455828433781,121007,39,1,18,8216,8,9,Rent,Masters,Married,22,0.16256112,123240.0,0.14937194,0.01318918308269501,0.22323454578559818
297,10298,687,0.700546388159266,163393,47,3,14,17745,0,19,Rent,Masters,Widowed,2,0.1513162,35490.0,0.0065644756,0.14475172440404893,0.20503941515084892
298,10299,634,0.2090041349227677,51862,81,3,9,19764,4,12,Rent,High School,Widowed,11,0.1554291,59292.0,0.0027281046,0.15270099540863036,0.2116381999427164
299,10300,637,0.2429698898006356,77744,40,0,16,12342,14,26,Rent,High School,Widowed,12,0.0,209814.0,0.0047447155,-0.0047447155229747295,0.0
300,10301,642,0.2354277362720596,194192,30,8,1,19938,4,14,Own,High School,Widowed,3,0.0,79752.0,0.0034389596,-0.0034389595966786146,0.0
301,10302,840,0.5949714265260786,107324,54,9,0,6005,9,19,Rent,High School,Widowed,18,0.0,24020.0,0.009687077,-0.00968707725405693,0.0
302,10303,416,0.2425829784295629,195093,37,9,15,14806,4,9,Rent,Masters,Married,7,0.0,177672.0,0.0053427797,-0.00534277968108654,0.0
303,10304,635,0.0856592608686375,167079,30,6,3,17219,2,27,Own,Masters,Single,18,0.1681918,361599.0,0.18692483,-0.018733030079078672,0.23253025156520463
304,10305,555,0.1691214188830544,62014,60,8,9,10136,6,19,Rent,Bachelor,Widowed,1,0.0,192584.0,0.0089956075,-0.008995607495307922,0.0
305,10306,732,0.5293984852353579,48768,70,8,0,7419,1,6,Own,High School,Divorced,2,0.16251208,148380.0,0.16492805,-0.0024159688491058318,0.22315413456948727
306,10307,337,0.1314002807258232,57425,31,3,1,9737,2,0,Own,Masters,Widowed,22,0.0,165529.0,0.006083087,-0.0060830870643258095,0.0
307,10308,843,0.4452381349989597,140410,22,2,13,4778,15,6,Mortgage,High School,Widowed,18,0.151573,57336.0,0.15883449,-0.007261487199783312,0.2054495554714784
308,10309,550,0.5062362143036565,34724,19,2,2,5521,18,16,Own,High School,Widowed,29,0.16801071,88336.0,0.19472095,-0.026710243702926628,0.23222933134151283
309,10310,305,0.1282472368588418,27893,58,5,13,18253,13,11,Rent,Masters,Widowed,0,0.0,109518.0,0.0053217025,-0.00532170245423913,0.0
310,10311,467,0.3633949091779618,110470,63,8,13,8012,14,11,Mortgage,High School,Widowed,16,0.16661987,32048.0,0.13707957,0.029540303282852176,0.22992250907158068
311,10312,711,0.6854185459638037,118712,37,5,8,9834,2,23,Mortgage,High School,Widowed,12,0.16020335,29502.0,0.15142228,0.00878107290706634,0.2193791229102901
312,10313,819,0.5280978502324892,111045,60,1,7,8794,1,9,Mortgage,Masters,Widowed,29,0.16643593,35176.0,0.15774068,0.008695247636489878,0.2296180058480687
313,10314,805,0.8401936117582732,160635,53,8,2,3170,5,7,Rent,Masters,Divorced,5,0.15327796,28530.0,0.1479516,0.005326357064208975,0.2081788894971956
314,10315,633,0.3282635270661861,70124,28,5,10,10999,16,25,Rent,Masters,Widowed,14,0.0,120989.0,0.15661462,-0.15661461651325226,0.0
315,10316,839,0.1312555743962757,187702,26,5,0,7869,8,9,Rent,High School,Widowed,5,0.0,78690.0,0.0024268196,-0.0024268196430057287,0.0
316,10317,784,0.3340513857630176,115060,51,7,4,14791,8,5,Rent,Masters,Widowed,2,0.0,266238.0,0.0024903824,-0.002490382408723235,0.0
317,10318,575,0.1360806978430077,41682,57,9,8,7314,5,19,Rent,Masters,Widowed,26,0.0,36570.0,0.002979235,-0.0029792350251227617,0.0
318,10319,699,0.3393965830051342,67016,60,0,16,19876,17,5,Rent,Masters,Widowed,8,0.0,178884.0,0.009851671,-0.009851670823991299,0.0
319,10320,622,0.4356757301904979,37232,36,7,8,11705,15,26,Rent,High School,Widowed,22,0.15047961,210690.0,0.16325507,-0.012775455679550157,0.2037050005356552
320,10321,327,0.0554513622156525,70925,34,9,12,12727,8,21,Rent,Masters,Divorced,20,0.0,63635.0,0.16104232,-0.16104231774806976,0.0
321,10322,824,0.2249943339772819,170436,75,6,8,14624,0,22,Mortgage,PhD,Widowed,7,0.0,58496.0,0.0028692551,-0.00286925514228642,0.0
322,10323,489,0.3531166693764014,158443,22,3,1,2325,2,24,Rent,Masters,Widowed,6,0.15013239,44175.0,0.16745466,-0.01732226993881225,0.2031519338641462
323,10324,818,0.1994095749697837,140448,44,5,7,8848,0,20,Rent,Bachelor,Widowed,10,0.0,159264.0,0.023526864,-0.023526864126324654,0.0
324,10325,589,0.3243649883350969,55491,63,9,2,18281,3,12,Mortgage,Masters,Divorced,11,0.0,73124.0,0.08412835,-0.08412835001945496,0.0
325,10326,595,0.3843940142978892,159570,86,9,13,2176,9,11,Own,High School,Widowed,1,0.0,21760.0,0.009981465,-0.009981464594602585,0.0
326,10327,320,0.0635154122476121,25075,38,5,7,1196,6,19,Mortgage,High School,Divorced,18,0.16499925,23920.0,0.15823242,0.006766829317092882,0.2272442719362825
327,10328,776,0.4205209466448786,187973,30,7,4,5794,12,2,Own,High School,Single,8,0.16757834,52146.0,0.16258372,0.00499461633571624,0.23151138450674133
328,10329,693,0.0289397152384279,73684,59,4,0,12216,2,20,Mortgage,Bachelor,Widowed,9,0.16660635,146592.0,0.16634923,0.00025711780319212507,0.22990012282910968
329,10330,673,0.1156196769667265,103261,60,6,14,15450,12,23,Mortgage,PhD,Widowed,23,0.15485457,339900.0,0.10266829,0.05218627717954635,0.21071255807417671
330,10331,752,0.9107685013972164,161136,83,6,9,2093,0,8,Rent,High School,Widowed,14,0.15972875,18837.0,0.07498556,0.0847431936955452,0.2186056734655625
331,10332,812,0.1439456911962903,179676,22,6,9,4680,16,3,Own,High School,Widowed,21,0.0,14040.0,0.07135464,-0.07135464251041412,0.0
332,10333,717,0.2133517951275785,168375,26,7,10,12300,3,12,Mortgage,Masters,Divorced,1,0.0,49200.0,0.005090534,-0.005090534221380949,0.0
333,10334,757,0.2950009614185732,64446,41,6,17,17197,0,25,Rent,Masters,Divorced,6,0.16236475,137576.0,0.15905768,0.0033070732078552267,0.22291261321679112
334,10335,689,0.1310757171577732,189065,46,6,5,16745,2,2,Own,High School,Widowed,17,0.0,83725.0,0.0029509936,-0.002950993599370122,0.0
335,10336,361,0.4580132006709969,73719,34,9,8,12459,14,8,Mortgage,Masters,Single,13,0.15716109,199344.0,0.15177338,0.00538771174701691,0.21443629542447198
336,10337,689,0.7491085505222805,91763,41,0,14,18966,2,13,Rent,Masters,Widowed,26,0.16694435,341388.0,0.13850132,0.02844303369102477,0.23045999688016033
337,10338,339,0.3131986925877645,49391,31,2,6,12798,16,2,Rent,Masters,Widowed,23,0.0,89586.0,0.039964523,-0.039964523166418076,0.0
338,10339,594,0.2031509206110281,186173,71,4,12,2905,10,22,Rent,High School,Widowed,15,0.15304464,46480.0,0.019052215,0.13399242507947923,0.20780473719417758
339,10340,665,0.3091467689118898,67639,48,8,0,17608,11,3,Rent,High School,Widowed,27,0.0,264120.0,0.0040261573,-0.0040261573158204556,0.0
340,10341,358,0.1193896787353502,20082,27,9,11,9768,8,3,Mortgage,Masters,Single,28,0.15005897,175824.0,0.14407286,0.005986109520645155,0.2030350452666111
341,10342,746,0.624298725215921,131712,26,7,4,13761,12,22,Mortgage,High School,Widowed,15,0.0,68805.0,0.107479855,-0.10747985541820526,0.0
342,10343,360,0.3694259521617492,26986,35,1,16,15809,15,6,Own,Masters,Widowed,20,0.16876249,237135.0,0.17326172,-0.0044992269618606695,0.23347943417519743
343,10344,662,0.9697327565869648,82873,60,5,12,16372,3,0,Rent,Masters,Widowed,29,0.1551217,163720.0,0.025393499,0.12972820093853474,0.21114278233918424
